Term	Genes	P.value	Adjusted.P.value
cation homeostasis (GO:0055080)	UNC80	0.04798973670836404	0.4063695681859952
negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387)	ADAR	0.04798973670836404	0.4063695681859952
cellular response to histamine (GO:0071420)	GABRB2	0.04798973670836404	0.4063695681859952
regulation of glucocorticoid receptor signaling pathway (GO:2000322)	CLOCK	0.04798973670836404	0.4063695681859952
detection of stimulus involved in sensory perception of pain (GO:0062149)	KCNA1	0.04798973670836404	0.4063695681859952
regulation of skeletal muscle contraction (GO:0014819)	SLC8A3	0.04798973670836404	0.4063695681859952
G protein-coupled receptor internalization (GO:0002031)	ARRB1	0.04798973670836404	0.4063695681859952
positive regulation of histone H4 acetylation (GO:0090240)	ARRB1	0.04798973670836404	0.4063695681859952
histone H3-K4 dimethylation (GO:0044648)	KMT2A	0.04798973670836404	0.4063695681859952
thyroid hormone transport (GO:0070327)	SLC7A5	0.04798973670836404	0.4063695681859952
protein localization to basolateral plasma membrane (GO:1903361)	LIN7A	0.04798973670836404	0.4063695681859952
negative regulation of protein-containing complex assembly (GO:0031333)	OPRD1;LDLRAD4	0.05138901618237965	0.4063695681859952
signal transduction in response to DNA damage (GO:0042770)	MDM4;CLOCK	0.05138901618237965	0.4063695681859952
modification-dependent protein catabolic process (GO:0019941)	RNF19A;UBE4A;ARRB1;CBL	0.052967694258203656	0.4063695681859952
protein localization to presynapse (GO:1905383)	KIF5C	0.054656125906441574	0.4063695681859952
adenosine to inosine editing (GO:0006382)	ADAR	0.054656125906441574	0.4063695681859952
anterograde axonal protein transport (GO:0099641)	KIF5C	0.054656125906441574	0.4063695681859952
regulation of acetyl-CoA biosynthetic process from pyruvate (GO:0010510)	PDPR	0.054656125906441574	0.4063695681859952
regulation of acyl-CoA biosynthetic process (GO:0050812)	PDPR	0.054656125906441574	0.4063695681859952
aspartate family amino acid biosynthetic process (GO:0009067)	MTHFR	0.054656125906441574	0.4063695681859952
axo-dendritic protein transport (GO:0099640)	KIF5C	0.054656125906441574	0.4063695681859952
cardiac atrium development (GO:0003230)	MDM4	0.054656125906441574	0.4063695681859952
cardiac muscle hypertrophy (GO:0003300)	HDAC4	0.054656125906441574	0.4063695681859952
peptidyl-lysine deacetylation (GO:0034983)	HDAC4	0.054656125906441574	0.4063695681859952
peptidyl-serine autophosphorylation (GO:0036289)	ERN1	0.054656125906441574	0.4063695681859952
entry of bacterium into host cell (GO:0035635)	CBL	0.054656125906441574	0.4063695681859952
histone H3-K4 monomethylation (GO:0097692)	KMT2A	0.054656125906441574	0.4063695681859952
RNA secondary structure unwinding (GO:0010501)	AGO1	0.054656125906441574	0.4063695681859952
sulfur amino acid biosynthetic process (GO:0000097)	MTHFR	0.054656125906441574	0.4063695681859952
methionine metabolic process (GO:0006555)	MTHFR	0.054656125906441574	0.4063695681859952
regulation of gene silencing by RNA (GO:0060966)	AGO1;PUM2	0.05678273527251153	0.4063695681859952
regulation of posttranscriptional gene silencing (GO:0060147)	AGO1;PUM2	0.05678273527251153	0.4063695681859952
positive regulation of gene expression, epigenetic (GO:0045815)	ARID1B;SF3B1	0.060483538545842735	0.4063695681859952
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	LDLRAD4	0.06127616634057289	0.4063695681859952
regulation of histone H4 acetylation (GO:0090239)	ARRB1	0.06127616634057289	0.4063695681859952
response to magnesium ion (GO:0032026)	KCNA1	0.06127616634057289	0.4063695681859952
hormone transport (GO:0009914)	SLC7A5	0.06127616634057289	0.4063695681859952
positive regulation of megakaryocyte differentiation (GO:0045654)	MTURN	0.06127616634057289	0.4063695681859952
maintenance of apical/basal cell polarity (GO:0035090)	LIN7A	0.06127616634057289	0.4063695681859952
maintenance of epithelial cell apical/basal polarity (GO:0045199)	LIN7A	0.06127616634057289	0.4063695681859952
tetrahydrofolate interconversion (GO:0035999)	MTHFR	0.06127616634057289	0.4063695681859952
regulation of axon guidance (GO:1902667)	MYCBP2	0.06785017773889719	0.4063695681859952
negative regulation of glycolytic process (GO:0045820)	HDAC4	0.06785017773889719	0.4063695681859952
negative regulation of inclusion body assembly (GO:0090084)	SACS	0.06785017773889719	0.4063695681859952
cAMP biosynthetic process (GO:0006171)	ADCY9	0.06785017773889719	0.4063695681859952
regulation of DNA methylation (GO:0044030)	KMT2A	0.06785017773889719	0.4063695681859952
regulation of endoplasmic reticulum unfolded protein response (GO:1900101)	ERN1	0.06785017773889719	0.4063695681859952
negative regulation of purine nucleotide metabolic process (GO:1900543)	HDAC4	0.06785017773889719	0.4063695681859952
regulation of hair cycle (GO:0042634)	CLOCK	0.06785017773889719	0.4063695681859952
negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201)	HIF1AN	0.06785017773889719	0.4063695681859952
regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)	DLGAP4	0.06785017773889719	0.4063695681859952
regulation of type B pancreatic cell development (GO:2000074)	CLOCK	0.06785017773889719	0.4063695681859952
response to histamine (GO:0034776)	GABRB2	0.06785017773889719	0.4063695681859952
histone H4 deacetylation (GO:0070933)	HDAC4	0.06785017773889719	0.4063695681859952
low-density lipoprotein particle receptor catabolic process (GO:0032802)	VLDLR	0.06785017773889719	0.4063695681859952
low-density lipoprotein receptor particle metabolic process (GO:0032799)	VLDLR	0.06785017773889719	0.4063695681859952
positive regulation of protein sumoylation (GO:0033235)	HDAC4	0.06785017773889719	0.4063695681859952
positive regulation of RIG-I signaling pathway (GO:1900246)	PUM2	0.06785017773889719	0.4063695681859952
positive regulation of vasculogenesis (GO:2001214)	HIF1AN	0.06785017773889719	0.4063695681859952
protein K11-linked deubiquitination (GO:0035871)	OTUD3	0.06785017773889719	0.4063695681859952
protein polyglutamylation (GO:0018095)	TTLL7	0.0743784776967384	0.4063695681859952
rDNA heterochromatin assembly (GO:0000183)	BAZ2A	0.0743784776967384	0.4063695681859952
axonal transport of mitochondrion (GO:0019896)	TRAK2	0.0743784776967384	0.4063695681859952
carnitine shuttle (GO:0006853)	PRKAB2	0.0743784776967384	0.4063695681859952
negative regulation of translation, ncRNA-mediated (GO:0040033)	AGO1	0.0743784776967384	0.4063695681859952
regulation of histone H3-K9 acetylation (GO:2000615)	KMT2A	0.0743784776967384	0.4063695681859952
regulation of inclusion body assembly (GO:0090083)	SACS	0.0743784776967384	0.4063695681859952
chromatin-mediated maintenance of transcription (GO:0048096)	ARID1B	0.0743784776967384	0.4063695681859952
desensitization of G protein-coupled receptor signaling pathway (GO:0002029)	ARRB1	0.0743784776967384	0.4063695681859952
positive regulation of dendrite development (GO:1900006)	VLDLR	0.0743784776967384	0.4063695681859952
inhibitory synapse assembly (GO:1904862)	GABRB2	0.0743784776967384	0.4063695681859952
positive regulation of posttranscriptional gene silencing (GO:0060148)	PUM2	0.0743784776967384	0.4063695681859952
synaptic transmission, GABAergic (GO:0051932)	GABRB2	0.0743784776967384	0.4063695681859952
synaptic vesicle transport (GO:0048489)	KIF5C	0.0743784776967384	0.4063695681859952
tetrahydrofolate metabolic process (GO:0046653)	MTHFR	0.0743784776967384	0.4063695681859952
miRNA mediated inhibition of translation (GO:0035278)	AGO1	0.0743784776967384	0.4063695681859952
negative regulation of gene expression (GO:0010629)	ERN1;OPRD1;SLC7A5;AGO1;ASB1	0.07616820789574263	0.4063695681859952
ERBB signaling pathway (GO:0038127)	GAREM1;CBL	0.07809147784936933	0.4063695681859952
negative regulation of DNA-binding transcription factor activity (GO:0043433)	HDAC4;ARRB1;MTURN	0.07917294420807565	0.4063695681859952
regulation of gene silencing by miRNA (GO:0060964)	AGO1;PUM2	0.08013724932311243	0.4063695681859952
adipose tissue development (GO:0060612)	SH3PXD2B	0.08086138167246056	0.4063695681859952
regulation of muscle system process (GO:0090257)	KCNA1	0.08086138167246056	0.4063695681859952
double-strand break repair via break-induced replication (GO:0000727)	GINS2	0.08086138167246056	0.4063695681859952
positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)	ERN1	0.08086138167246056	0.4063695681859952
histone H3-K9 demethylation (GO:0033169)	KDM3B	0.08086138167246056	0.4063695681859952
homocysteine metabolic process (GO:0050667)	MTHFR	0.08086138167246056	0.4063695681859952
magnesium ion transport (GO:0015693)	NIPA1	0.08086138167246056	0.4063695681859952
tricarboxylic acid metabolic process (GO:0072350)	IDH3B	0.08086138167246056	0.4063695681859952
mitochondrion distribution (GO:0048311)	TRAK2	0.08086138167246056	0.4063695681859952
regulation of myeloid cell differentiation (GO:0045637)	KMT2A;AGO1	0.08219963952975794	0.4063695681859952
negative regulation of epidermal growth factor-activated receptor activity (GO:0007175)	CBL	0.0872992029804689	0.4063695681859952
negative regulation of myotube differentiation (GO:0010832)	HDAC4	0.0872992029804689	0.4063695681859952
regulation of histone modification (GO:0031056)	MTHFR	0.0872992029804689	0.4063695681859952
central nervous system neuron axonogenesis (GO:0021955)	MYCBP2	0.0872992029804689	0.4063695681859952
central nervous system projection neuron axonogenesis (GO:0021952)	MYCBP2	0.0872992029804689	0.4063695681859952
chromatin organization involved in regulation of transcription (GO:0034401)	ARID1B	0.0872992029804689	0.4063695681859952
regulation of platelet-derived growth factor receptor signaling pathway (GO:0010640)	CBL	0.0872992029804689	0.4063695681859952
embryonic hemopoiesis (GO:0035162)	KMT2A	0.0872992029804689	0.4063695681859952
entry into host (GO:0044409)	CBL	0.0872992029804689	0.4063695681859952
synaptic vesicle localization (GO:0097479)	KIF5C	0.0872992029804689	0.4063695681859952
positive regulation of transporter activity (GO:0032411)	KMT2A	0.0872992029804689	0.4063695681859952
response to ionizing radiation (GO:0010212)	EYA3;CLOCK	0.09060886572606186	0.4063695681859952
atrial septum development (GO:0003283)	MDM4	0.09369225280452934	0.4063695681859952
atrioventricular valve development (GO:0003171)	MDM4	0.09369225280452934	0.4063695681859952
calcium ion import across plasma membrane (GO:0098703)	SLC8A3	0.09369225280452934	0.4063695681859952
cAMP metabolic process (GO:0046058)	ADCY9	0.09369225280452934	0.4063695681859952
regulation of histone methylation (GO:0031060)	MTHFR	0.09369225280452934	0.4063695681859952
COPII-coated vesicle cargo loading (GO:0090110)	SEC23B	0.09369225280452934	0.4063695681859952
regulation of vasculogenesis (GO:2001212)	HIF1AN	0.09369225280452934	0.4063695681859952
mRNA cleavage involved in mRNA processing (GO:0098787)	ERN1	0.09369225280452934	0.4063695681859952
sphingolipid biosynthetic process (GO:0030148)	PPM1L;ST8SIA1	0.09490481563565882	0.4063695681859952
fibroblast growth factor receptor signaling pathway (GO:0008543)	FLRT1;CBL	0.09707453453596428	0.4063695681859952
actomyosin structure organization (GO:0031032)	ARRB1;CDC42BPA	0.0992583435338061	0.4063695681859952
regulation of epithelial to mesenchymal transition (GO:0010717)	LDLRAD4;USF3	0.0992583435338061	0.4063695681859952
calcium ion import into cytosol (GO:1902656)	SLC8A3	0.1000408402258	0.4063695681859952
contractile actin filament bundle assembly (GO:0030038)	ARRB1	0.1000408402258	0.4063695681859952
detection of mechanical stimulus involved in sensory perception (GO:0050974)	KCNA1	0.1000408402258	0.4063695681859952
positive regulation of histone H3-K4 methylation (GO:0051571)	KMT2A	0.1000408402258	0.4063695681859952
histone H3 deacetylation (GO:0070932)	HDAC4	0.1000408402258	0.4063695681859952
positive regulation of pattern recognition receptor signaling pathway (GO:0062208)	PUM2	0.1000408402258	0.4063695681859952
stress fiber assembly (GO:0043149)	ARRB1	0.1000408402258	0.4063695681859952
protein hydroxylation (GO:0018126)	HIF1AN	0.1000408402258	0.4063695681859952
protein localization to cell-cell junction (GO:0150105)	LSR	0.1000408402258	0.4063695681859952
protein autophosphorylation (GO:0046777)	ERN1;MAP3K9;SIK2	0.10085150455921454	0.4063695681859952
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	HDAC4;MYCBP2	0.10145594260107597	0.4063695681859952
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	ARRB1;MTURN	0.10589132810681465	0.4063695681859952
odontogenesis of dentin-containing tooth (GO:0042475)	ANKRD11	0.1063452722007835	0.4063695681859952
glycosphingolipid biosynthetic process (GO:0006688)	ST8SIA1	0.1063452722007835	0.4063695681859952
RNA splicing, via endonucleolytic cleavage and ligation (GO:0000394)	ERN1	0.1063452722007835	0.4063695681859952
negative regulation of cellular component organization (GO:0051129)	OPRD1;SACS	0.10812853164571881	0.4063695681859952
negative regulation of ATP metabolic process (GO:1903579)	HDAC4	0.1126058536126832	0.4063695681859952
activation of protein kinase A activity (GO:0034199)	ADCY9	0.1126058536126832	0.4063695681859952
acyl-CoA biosynthetic process (GO:0071616)	FASN	0.1126058536126832	0.4063695681859952
adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880)	ADCY9	0.1126058536126832	0.4063695681859952
RNA interference (GO:0016246)	AGO1	0.1126058536126832	0.4063695681859952
mesenchyme morphogenesis (GO:0072132)	MDM4	0.1126058536126832	0.4063695681859952
regulation of gene expression, epigenetic (GO:0040029)	HDAC4;SF3B1	0.11264052822124299	0.4063695681859952
regulation of Notch signaling pathway (GO:0008593)	ARRB1;HIF1AN	0.11491475843009911	0.4063695681859952
glycoprotein biosynthetic process (GO:0009101)	CANT1;ST8SIA1	0.11491475843009911	0.4063695681859952
protein deubiquitination (GO:0016579)	ATXN7;MDM4;NFRKB;OTUD3	0.11808762770351587	0.4063695681859952
base conversion or substitution editing (GO:0016553)	ADAR	0.11882288723970202	0.4063695681859952
negative regulation of interleukin-8 production (GO:0032717)	ARRB1	0.11882288723970202	0.4063695681859952
carbohydrate derivative transport (GO:1901264)	VLDLR	0.11882288723970202	0.4063695681859952
regulation of chromosome segregation (GO:0051983)	PUM2	0.11882288723970202	0.4063695681859952
regulation of fatty acid metabolic process (GO:0019217)	PRKAB2	0.11882288723970202	0.4063695681859952
DNA strand elongation (GO:0022616)	GINS2	0.11882288723970202	0.4063695681859952
DNA strand elongation involved in DNA replication (GO:0006271)	GINS2	0.11882288723970202	0.4063695681859952
endothelial cell proliferation (GO:0001935)	ERN1	0.11882288723970202	0.4063695681859952
regulation of protein sumoylation (GO:0033233)	HDAC4	0.11882288723970202	0.4063695681859952
establishment of vesicle localization (GO:0051650)	KIF5C	0.11882288723970202	0.4063695681859952
positive regulation of CREB transcription factor activity (GO:0032793)	OPRD1	0.11882288723970202	0.4063695681859952
response to interferon-alpha (GO:0035455)	ADAR	0.11882288723970202	0.4063695681859952
positive regulation of interleukin-4 production (GO:0032753)	SLC7A5	0.11882288723970202	0.4063695681859952
interleukin-6-mediated signaling pathway (GO:0070102)	CBL	0.11882288723970202	0.4063695681859952
intermediate filament organization (GO:0045109)	KLHL24	0.11882288723970202	0.4063695681859952
positive regulation of myoblast differentiation (GO:0045663)	HIF1AN	0.11882288723970202	0.4063695681859952
leukocyte tethering or rolling (GO:0050901)	ADD2	0.11882288723970202	0.4063695681859952
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	ERN1	0.11882288723970202	0.4063695681859952
central nervous system development (GO:0007417)	SLC8A3;ADAM22;WWP1;LSR	0.11926405348735117	0.4063695681859952
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	GAREM1;ARRB1;MTURN	0.12001401793202907	0.4063695681859952
actin filament capping (GO:0051693)	ADD2	0.12499667381420397	0.4063695681859952
aspartate family amino acid metabolic process (GO:0009066)	MTHFR	0.12499667381420397	0.4063695681859952
atrioventricular valve morphogenesis (GO:0003181)	MDM4	0.12499667381420397	0.4063695681859952
barbed-end actin filament capping (GO:0051016)	ADD2	0.12499667381420397	0.4063695681859952
cellular response to glucagon stimulus (GO:0071377)	ADCY9	0.12499667381420397	0.4063695681859952
negative regulation of striated muscle cell differentiation (GO:0051154)	HDAC4	0.12499667381420397	0.4063695681859952
regulation of histone H3-K4 methylation (GO:0051569)	KMT2A	0.12499667381420397	0.4063695681859952
DNA alkylation (GO:0006305)	BAZ2A	0.12499667381420397	0.4063695681859952
peptidyl-lysine dimethylation (GO:0018027)	KMT2A	0.12499667381420397	0.4063695681859952
DNA methylation or demethylation (GO:0044728)	BAZ2A	0.12499667381420397	0.4063695681859952
endocardial cushion morphogenesis (GO:0003203)	MDM4	0.12499667381420397	0.4063695681859952
regulation of RIG-I signaling pathway (GO:0039535)	PUM2	0.12499667381420397	0.4063695681859952
establishment of skin barrier (GO:0061436)	LSR	0.12499667381420397	0.4063695681859952
fatty acid transmembrane transport (GO:1902001)	PRKAB2	0.12499667381420397	0.4063695681859952
folic acid metabolic process (GO:0046655)	MTHFR	0.12499667381420397	0.4063695681859952
regulation of water loss via skin (GO:0033561)	LSR	0.12499667381420397	0.4063695681859952
heparan sulfate proteoglycan biosynthetic process (GO:0015012)	HS6ST3	0.12499667381420397	0.4063695681859952
histone deubiquitination (GO:0016578)	ATXN7	0.12499667381420397	0.4063695681859952
histone H4-K16 acetylation (GO:0043984)	KMT2A	0.12499667381420397	0.4063695681859952
leukocyte adhesion to vascular endothelial cell (GO:0061756)	ADD2	0.12499667381420397	0.4063695681859952
mitochondrion localization (GO:0051646)	TRAK2	0.12499667381420397	0.4063695681859952
N-glycan processing (GO:0006491)	ST8SIA1	0.12499667381420397	0.4063695681859952
positive regulation of transcription, DNA-templated (GO:0045893)	HDAC4;MAP3K2;CCNT2;KMT2A;BICRAL;AGO1;TET3;ARRB1;TCF20;NR2C2;CLOCK;ARID1B	0.12583834934028157	0.4063695681859952
metal ion transport (GO:0030001)	SLC8A3;NIPA1	0.12645726355492215	0.4063695681859952
protein modification by small protein removal (GO:0070646)	ATXN7;MDM4;NFRKB;OTUD3	0.1288573222705709	0.4063695681859952
RNA processing (GO:0006396)	ADAR;RNPC3;SF3B1	0.13084981235045576	0.4063695681859952
adrenergic receptor signaling pathway (GO:0071875)	ADCY9	0.13112751196800282	0.4063695681859952
cardiac ventricle development (GO:0003231)	MDM4	0.13112751196800282	0.4063695681859952
oligodendrocyte differentiation (GO:0048709)	SLC8A3	0.13112751196800282	0.4063695681859952
folic acid-containing compound metabolic process (GO:0006760)	MTHFR	0.13112751196800282	0.4063695681859952
positive regulation of embryonic development (GO:0040019)	NR2C2	0.13112751196800282	0.4063695681859952
hepaticobiliary system development (GO:0061008)	LSR	0.13112751196800282	0.4063695681859952
positive regulation of peptidyl-lysine acetylation (GO:2000758)	ARRB1	0.13112751196800282	0.4063695681859952
post-transcriptional gene silencing by RNA (GO:0035194)	AGO1	0.13112751196800282	0.4063695681859952
xenobiotic transport (GO:0042908)	SLC7A5	0.13112751196800282	0.4063695681859952
negative regulation of protein kinase activity (GO:0006469)	SLC8A3;ADAR	0.13114926235707186	0.4063695681859952
positive regulation of transport (GO:0051050)	TUB;KMT2A	0.13351029580591176	0.4063695681859952
cellular response to fibroblast growth factor stimulus (GO:0044344)	FLRT1;CBL	0.13588101559117066	0.4063695681859952
regulation of cell-substrate junction assembly (GO:0090109)	LIMCH1	0.13721569834851785	0.4063695681859952
negative regulation of microtubule depolymerization (GO:0007026)	ATXN7	0.13721569834851785	0.4063695681859952
cyclic purine nucleotide metabolic process (GO:0052652)	ADCY9	0.13721569834851785	0.4063695681859952
endocardial cushion development (GO:0003197)	MDM4	0.13721569834851785	0.4063695681859952
response to glucagon (GO:0033762)	ADCY9	0.13721569834851785	0.4063695681859952
heparan sulfate proteoglycan metabolic process (GO:0030201)	HS6ST3	0.13721569834851785	0.4063695681859952
intracellular lipid transport (GO:0032365)	PRKAB2	0.13721569834851785	0.4063695681859952
long-term synaptic potentiation (GO:0060291)	SLC8A3	0.13721569834851785	0.4063695681859952
mitochondrial calcium ion transmembrane transport (GO:0006851)	SLC8A3	0.13721569834851785	0.4063695681859952
positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)	ERN1	0.13721569834851785	0.4063695681859952
visual perception (GO:0007601)	ATXN7;EYA3	0.13826117310823158	0.40789694748405486
sensory perception of light stimulus (GO:0050953)	ATXN7;EYA3	0.1430488219836692	0.4121551984549753
amino acid import (GO:0043090)	SLC7A5	0.1432615275311786	0.4121551984549753
neuronal action potential (GO:0019228)	KCNA1	0.1432615275311786	0.4121551984549753
fatty-acyl-CoA metabolic process (GO:0035337)	FASN	0.1432615275311786	0.4121551984549753
mitochondrial calcium ion homeostasis (GO:0051560)	SLC8A3	0.1432615275311786	0.4121551984549753
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)	VPS37A	0.1432615275311786	0.4121551984549753
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	EYA3	0.1492652920740199	0.4121551984549753
negative regulation of signal transduction in absence of ligand (GO:1901099)	EYA3	0.1492652920740199	0.4121551984549753
regulation of interleukin-4 production (GO:0032673)	SLC7A5	0.1492652920740199	0.4121551984549753
cytoskeleton-dependent intracellular transport (GO:0030705)	KIF5C	0.1492652920740199	0.4121551984549753
DNA methylation (GO:0006306)	BAZ2A	0.1492652920740199	0.4121551984549753
positive regulation of histone acetylation (GO:0035066)	ARRB1	0.1492652920740199	0.4121551984549753
positive regulation of interleukin-17 production (GO:0032740)	SLC7A5	0.1492652920740199	0.4121551984549753
positive regulation of receptor internalization (GO:0002092)	ARRB1	0.1492652920740199	0.4121551984549753
vesicle transport along microtubule (GO:0047496)	TRAK2	0.1492652920740199	0.4121551984549753
protein deacylation (GO:0035601)	HDAC4	0.1492652920740199	0.4121551984549753
positive regulation of nucleic acid-templated transcription (GO:1903508)	HDAC4;MAP3K2;KMT2A;BICRAL;CLOCK;ARID1B	0.14950025793778604	0.4121551984549753
RNA splicing (GO:0008380)	RNPC3;SF3B1	0.15029503317326884	0.4121551984549753
negative regulation of macromolecule metabolic process (GO:0010605)	OPRD1;SLC7A5;AGO1	0.1551537266390797	0.4121551984549753
amino acid import across plasma membrane (GO:0089718)	SLC7A5	0.15522728253499068	0.4121551984549753
regulation of cytokine production involved in immune response (GO:0002718)	SLC7A5	0.15522728253499068	0.4121551984549753
negative regulation of protein depolymerization (GO:1901880)	ATXN7	0.15522728253499068	0.4121551984549753
negative regulation of protein tyrosine kinase activity (GO:0061099)	CBL	0.15522728253499068	0.4121551984549753
peptidyl-glutamic acid modification (GO:0018200)	TTLL7	0.15522728253499068	0.4121551984549753
heterochromatin assembly (GO:0031507)	BAZ2A	0.15522728253499068	0.4121551984549753
positive regulation of phospholipase activity (GO:0010518)	GNA13	0.15522728253499068	0.4121551984549753
lipid translocation (GO:0034204)	ATP8B2	0.15522728253499068	0.4121551984549753
sulfur amino acid metabolic process (GO:0000096)	MTHFR	0.15522728253499068	0.4121551984549753
protein K48-linked deubiquitination (GO:0071108)	OTUD3	0.15522728253499068	0.4121551984549753
protein localization to membrane (GO:0072657)	SLC9A3R2;SH3PXD2B;LIN7A	0.1568222213239249	0.4122385262039656
regulation of protein catabolic process (GO:0042176)	WWP1;MDM4	0.16006772038608835	0.4122385262039656
negative regulation of cellular carbohydrate metabolic process (GO:0010677)	HDAC4	0.16114778751609565	0.4122385262039656
receptor catabolic process (GO:0032801)	VLDLR	0.16114778751609565	0.4122385262039656
cellular response to hexose stimulus (GO:0071331)	ERN1	0.16114778751609565	0.4122385262039656
regulation of microtubule depolymerization (GO:0031114)	ATXN7	0.16114778751609565	0.4122385262039656
regulation of myotube differentiation (GO:0010830)	HDAC4	0.16114778751609565	0.4122385262039656
divalent inorganic cation homeostasis (GO:0072507)	KCNA1	0.16114778751609565	0.4122385262039656
positive regulation of DNA-templated transcription, elongation (GO:0032786)	CCNT2	0.16114778751609565	0.4122385262039656
positive regulation of ERBB signaling pathway (GO:1901186)	CBL	0.16114778751609565	0.4122385262039656
RNA splicing, via transesterification reactions (GO:0000375)	SF3B1	0.16114778751609565	0.4122385262039656
proteoglycan metabolic process (GO:0006029)	CANT1	0.1670270935971572	0.41924118546230316
negative regulation of signaling receptor activity (GO:2000272)	CBL	0.1670270935971572	0.41924118546230316
positive regulation of histone methylation (GO:0031062)	KMT2A	0.1670270935971572	0.41924118546230316
histone lysine demethylation (GO:0070076)	KDM3B	0.1670270935971572	0.41924118546230316
positive regulation of cellular metabolic process (GO:0031325)	FASN;ARRB1	0.16747268818716904	0.41924118546230316
chemical synaptic transmission (GO:0007268)	GABRB2;KCNA1;KCNQ2;LIN7A	0.16749093972407755	0.41924118546230316
axon guidance (GO:0007411)	KIF5C;VLDLR;SPTBN2	0.17036691231655704	0.41924118546230316
regulation of epidermal growth factor-activated receptor activity (GO:0007176)	CBL	0.17286548540176871	0.41924118546230316
cellular response to unfolded protein (GO:0034620)	ERN1	0.17286548540176871	0.41924118546230316
positive regulation of gene silencing by miRNA (GO:2000637)	PUM2	0.17286548540176871	0.41924118546230316
positive regulation of muscle cell differentiation (GO:0051149)	SPAG9	0.17286548540176871	0.41924118546230316
L-alpha-amino acid transmembrane transport (GO:1902475)	SLC7A5	0.17286548540176871	0.41924118546230316
modulation of excitatory postsynaptic potential (GO:0098815)	SLC8A3	0.17286548540176871	0.41924118546230316
proteasomal protein catabolic process (GO:0010498)	WWP1;ARRB1;CLOCK	0.17380516468703136	0.41924118546230316
regulation of protein ubiquitination (GO:0031396)	MYCBP2;ARRB1	0.17743554871355982	0.41924118546230316
modulation of chemical synaptic transmission (GO:0050804)	SLC8A3;DLGAP4	0.17743554871355982	0.41924118546230316
regulation of DNA-templated transcription, elongation (GO:0032784)	CCNT2	0.17866324561519853	0.41924118546230316
cellular response to epidermal growth factor stimulus (GO:0071364)	GAREM1	0.17866324561519853	0.41924118546230316
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	EYA3	0.17866324561519853	0.41924118546230316
cellular response to interleukin-6 (GO:0071354)	CBL	0.17866324561519853	0.41924118546230316
neutral amino acid transport (GO:0015804)	SLC7A5	0.17866324561519853	0.41924118546230316
regulation of muscle contraction (GO:0006937)	KCNA1	0.17866324561519853	0.41924118546230316
photoperiodism (GO:0009648)	CLOCK	0.17866324561519853	0.41924118546230316
RNA phosphodiester bond hydrolysis (GO:0090501)	ERN1	0.17866324561519853	0.41924118546230316
L-amino acid transport (GO:0015807)	SLC7A5	0.17866324561519853	0.41924118546230316
regulation of protein serine/threonine kinase activity (GO:0071900)	SLC8A3;CCNT2	0.1824516498522344	0.41924118546230316
regulation of fatty acid biosynthetic process (GO:0042304)	PRKAB2	0.18442065498242222	0.41924118546230316
glial cell differentiation (GO:0010001)	SLC8A3	0.18442065498242222	0.41924118546230316
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	ERN1	0.18442065498242222	0.41924118546230316
positive regulation of viral genome replication (GO:0045070)	ADAR	0.18442065498242222	0.41924118546230316
regulation of macroautophagy (GO:0016241)	ERN1;PRKAB2	0.1849676676811882	0.41924118546230316
positive regulation of transcription by RNA polymerase II (GO:0045944)	HDAC4;CCNT2;KMT2A;AGO1;TET3;ARRB1;TCF20;NR2C2;CLOCK	0.1864820438824736	0.41924118546230316
positive regulation of metabolic process (GO:0009893)	PRKAB2;FASN	0.18748873679607275	0.41924118546230316
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	UBE4A;WWP1;ARRB1;CLOCK	0.18819482954340355	0.41924118546230316
negative regulation of multicellular organismal process (GO:0051241)	LDLRAD4;USF3;ASB1	0.18951332227334888	0.41924118546230316
negative regulation of cell motility (GO:2000146)	LIMCH1;LDLRAD4	0.1900146650500673	0.41924118546230316
regulation of striated muscle contraction (GO:0006942)	SLC8A3	0.19013799233428016	0.41924118546230316
fatty-acyl-CoA biosynthetic process (GO:0046949)	FASN	0.19013799233428016	0.41924118546230316
ion homeostasis (GO:0050801)	UNC80	0.19013799233428016	0.41924118546230316
maintenance of blood-brain barrier (GO:0035633)	LSR	0.19013799233428016	0.41924118546230316
primary neural tube formation (GO:0014020)	MTHFR	0.19013799233428016	0.41924118546230316
multivesicular body assembly (GO:0036258)	VPS37A	0.19013799233428016	0.41924118546230316
