database.name	Term	Genes	P.value	Adjusted.P.value
GO_Biological_Process_2021	phosphorylation (GO:0016310)	ACVR1;TGFB1;PRKACA;JAK3;SRPK1	1.7524212268399845e-4	0.015628155226113737
GO_Biological_Process_2021	negative regulation of cytokine production involved in immune response (GO:0002719)	TGFB1;JAK3	2.357187816910066e-4	0.015628155226113737
GO_Biological_Process_2021	positive regulation of collagen metabolic process (GO:0010714)	TGFB1;VSIR	2.357187816910066e-4	0.015628155226113737
GO_Biological_Process_2021	negative regulation of interleukin-10 production (GO:0032693)	JAK3;VSIR	2.357187816910066e-4	0.015628155226113737
GO_Biological_Process_2021	cell surface receptor signaling pathway involved in heart development (GO:0061311)	ACVR1;TGFB1	2.357187816910066e-4	0.015628155226113737
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	ACVR1;TGFB1;ST3GAL6;PRKACA;JAK3;TGM2;SRPK1	3.2716169012747255e-4	0.019718927323137663
GO_Biological_Process_2021	calcium-mediated signaling using intracellular calcium source (GO:0035584)	VCAM1;PRKACA	3.627681976372873e-4	0.020042942919460124
GO_Biological_Process_2021	cellular response to catecholamine stimulus (GO:0071870)	PRKACA;TGM2	4.755925151574023e-4	0.024255218273027516
GO_Biological_Process_2021	leukocyte cell-cell adhesion (GO:0007159)	VCAM1;ICAM1	6.49191109030096e-4	0.030743836091925256
GO_Biological_Process_2021	regulation of interleukin-17 production (GO:0032660)	TGFB1;VSIR	9.03043260938429e-4	0.03958883618443182
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	VCAM1;ICAM1	0.0010159428226569002	0.03958883618443182
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	TGFB1;FES;TGM2	0.0010598069655628059	0.03958883618443182
GO_Biological_Process_2021	positive regulation of bone mineralization (GO:0030501)	ACVR1;TGFB1	0.00107481003215652	0.03958883618443182
GO_Biological_Process_2021	regulation of cell differentiation (GO:0045595)	TGFB1;FES;PRKACA	0.0011866587458342845	0.03996982522643466
GO_Biological_Process_2021	cellular response to growth factor stimulus (GO:0071363)	ACVR1;ACAP2;TGFB1	0.0012309790650156921	0.03996982522643466
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	TGFB1;VCAM1;PRKACA;JAK3;ICAM1	0.001300150800539216	0.03996982522643466
GO_Biological_Process_2021	positive regulation of ossification (GO:0045778)	ACVR1;TGFB1	0.0013262988762919497	0.03996982522643466
GO_Biological_Process_2021	positive regulation of biomineral tissue development (GO:0070169)	ACVR1;TGFB1	0.0013931555527826947	0.04015922310847507
GO_Biological_Process_2021	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	VCAM1;ICAM1	0.0014615978271405614	0.04028204429411196
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	ACVR1;VCAM1;ICAM1	0.0015189307803209638	0.04028204429411196
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	VCAM1;ICAM1	0.0016032228519557792	0.04088218272487237
GO_Biological_Process_2021	spliceosomal complex assembly (GO:0000245)	SF3A3;SRPK1	0.001751141389661238	0.04168583595958367
GO_Biological_Process_2021	RNA processing (GO:0006396)	SF3A3;PRKACA;SRPK1	0.0017604877931649211	0.04168583595958367
GO_Biological_Process_2021	positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	ACVR1;TGFB1	0.0018274505833878222	0.041779301268487105
GO_Biological_Process_2021	regulation of interleukin-10 production (GO:0032653)	JAK3;VSIR	0.0019053209988171098	0.042107594073858126
GO_Biological_Process_2021	endocytic recycling (GO:0032456)	ACAP2;EHD4	0.0022323342503811896	0.04774314864524931
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	ACVR1;TGFB1;CASTOR1	0.0023462500360106487	0.04861136793359563
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	FES;JAK3	0.0025840054228735494	0.0506862752848587
GO_Biological_Process_2021	regulation of bone mineralization (GO:0030500)	ACVR1;TGFB1	0.0026757460557617716	0.0506862752848587
GO_Biological_Process_2021	cellular response to peptide (GO:1901653)	VCAM1;ICAM1	0.0026757460557617716	0.0506862752848587
GO_Biological_Process_2021	regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	ACVR1;TGFB1	0.0027690078712777877	0.05099589496269926
GO_Biological_Process_2021	B cell differentiation (GO:0030183)	VCAM1;JAK3	0.0030578808122235105	0.05479391833795101
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	ACVR1;TGFB1;VSIR	0.0032010505453444055	0.05584990819903528
GO_Biological_Process_2021	BMP signaling pathway (GO:0030509)	ACVR1;TGFB1	0.0034641016482661823	0.05882213877592147
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	VCAM1;JAK3	0.003569390835226733	0.05882213877592147
GO_Biological_Process_2021	interferon-gamma-mediated signaling pathway (GO:0060333)	VCAM1;ICAM1	0.0037844226149154597	0.05882213877592147
GO_Biological_Process_2021	peptidyl-tyrosine phosphorylation (GO:0018108)	FES;JAK3	0.003894157416824318	0.05882213877592147
GO_Biological_Process_2021	cellular response to BMP stimulus (GO:0071773)	ACVR1;TGFB1	0.004118045420461583	0.05882213877592147
GO_Biological_Process_2021	positive regulation of lymphocyte proliferation (GO:0050671)	VCAM1;JAK3	0.004583386700167664	0.05882213877592147
GO_Biological_Process_2021	positive regulation of T cell activation (GO:0050870)	VCAM1;JAK3	0.004583386700167664	0.05882213877592147
GO_Biological_Process_2021	regulation of T cell proliferation (GO:0042129)	VCAM1;JAK3	0.004703358967492971	0.05882213877592147
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	ACVR1;TGFB1;FES	0.004936664412344838	0.05882213877592147
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	ACVR1;ICAM1	0.005197680769052132	0.05882213877592147
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	ACVR1;TGFB1;VSIR	0.005543229057449624	0.05882213877592147
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	ACVR1;PRKACA	0.005583469696134032	0.05882213877592147
GO_Biological_Process_2021	lymphocyte differentiation (GO:0030098)	VCAM1;JAK3	0.005714911952565837	0.05882213877592147
GO_Biological_Process_2021	B cell activation (GO:0042113)	VCAM1;JAK3	0.005847770878483207	0.05882213877592147
GO_Biological_Process_2021	transforming growth factor beta receptor signaling pathway (GO:0007179)	ACVR1;TGFB1	0.006393297937223963	0.05882213877592147
GO_Biological_Process_2021	protein complex oligomerization (GO:0051259)	GSDMD;EHD4	0.006533183767137191	0.05882213877592147
GO_Biological_Process_2021	regulation of skeletal muscle tissue development (GO:0048641)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	receptor-mediated virion attachment to host cell (GO:0046813)	ICAM1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	negative regulation of gene silencing by RNA (GO:0060967)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905007)	ACVR1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	BMP signaling pathway involved in heart development (GO:0061312)	ACVR1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	response to cocaine (GO:0042220)	TGM2	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	negative regulation of macrophage cytokine production (GO:0010936)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	cardiac cell fate commitment (GO:0060911)	ACVR1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	regulation of dendritic cell cytokine production (GO:0002730)	JAK3	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	negative regulation of posttranscriptional gene silencing (GO:0060149)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	salivary gland development (GO:0007431)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	salivary gland morphogenesis (GO:0007435)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	cellular response to vitamin (GO:0071295)	FES	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	cellular response to vitamin D (GO:0071305)	FES	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	lymph node development (GO:0048535)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	thorax and anterior abdomen determination (GO:0007356)	TIFAB	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	peristalsis (GO:0030432)	TIFAB	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	zygotic determination of anterior/posterior axis, embryo (GO:0007354)	TIFAB	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	regulation of protein import (GO:1904589)	TGFB1	0.006732389888591648	0.05882213877592147
GO_Biological_Process_2021	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	ACVR1;TGFB1	0.006817134117284325	0.05882213877592147
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	ACVR1;TGFB1	0.006817134117284325	0.05882213877592147
GO_Biological_Process_2021	mRNA metabolic process (GO:0016071)	SF3A3;PRKACA	0.007253450514167701	0.05882213877592147
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	TGFB1;VCAM1;ICAM1	0.0074873522681573905	0.05882213877592147
GO_Biological_Process_2021	regulation of MAP kinase activity (GO:0043405)	TGFB1;SPRY4	0.007551212077549556	0.05882213877592147
GO_Biological_Process_2021	RNA splicing (GO:0008380)	SF3A3;SRPK1	0.007702146959470626	0.05882213877592147
GO_Biological_Process_2021	regulation of saliva secretion (GO:0046877)	TIFAB	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)	VSIR	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	foam cell differentiation (GO:0090077)	TGFB1	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	regulation of thymocyte apoptotic process (GO:0070243)	JAK3	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)	TGM2	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	regulation of blood vessel remodeling (GO:0060312)	TGFB1	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	negative regulation of relaxation of muscle (GO:1901078)	TIFAB	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	regulation of hyaluronan biosynthetic process (GO:1900125)	TGFB1	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	macrophage derived foam cell differentiation (GO:0010742)	TGFB1	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	regulation of mast cell chemotaxis (GO:0060753)	RIN3	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	trigeminal nerve development (GO:0021559)	TIFAB	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	mRNA 3'-splice site recognition (GO:0000389)	SF3A3	0.00807362689081275	0.05882213877592147
GO_Biological_Process_2021	calcium-mediated signaling (GO:0019722)	VCAM1;PRKACA	0.00831949464007076	0.05887640486306714
GO_Biological_Process_2021	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	ACVR1;TGFB1	0.009285938331262263	0.05887640486306714
GO_Biological_Process_2021	regulation of relaxation of muscle (GO:1901077)	TIFAB	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043)	ACVR1	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	positive regulation of cardiac muscle cell differentiation (GO:2000727)	TGFB1	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	regulation of T-helper 1 cell differentiation (GO:0045625)	JAK3	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	negative regulation of digestive system process (GO:0060457)	TIFAB	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	gland morphogenesis (GO:0022612)	TGFB1	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	regulation of vesicle size (GO:0097494)	RIN3	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	regulation of extracellular matrix assembly (GO:1901201)	TGFB1	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	SMAD protein complex assembly (GO:0007183)	TGFB1	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	negative regulation of striated muscle tissue development (GO:0045843)	TGFB1	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	cellular response to monoamine stimulus (GO:0071868)	TGM2	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	negative regulation of T cell apoptotic process (GO:0070233)	JAK3	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	mitral valve development (GO:0003174)	ACVR1	0.009413120536176647	0.05887640486306714
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	ACVR1;TGFB1	0.010300191948561363	0.05936003983131525
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)	VSIR	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	amine metabolic process (GO:0009308)	VCAM1	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	regulation of striated muscle tissue development (GO:0016202)	TGFB1	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	regulation of apoptotic cell clearance (GO:2000425)	TGM2	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	positive regulation of fibroblast migration (GO:0010763)	TGFB1	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)	VSIR	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	response to epinephrine (GO:0071871)	PRKACA	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	negative regulation of nitrogen compound metabolic process (GO:0051172)	TGFB1	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	interleukin-21-mediated signaling pathway (GO:0038114)	JAK3	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	cellular response to epinephrine stimulus (GO:0071872)	PRKACA	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	cellular response to interleukin-21 (GO:0098757)	JAK3	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	regulation of lymphocyte apoptotic process (GO:0070228)	JAK3	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	tyrosine phosphorylation of STAT protein (GO:0007260)	JAK3	0.010750872860949598	0.05936003983131525
GO_Biological_Process_2021	cellular response to interferon-gamma (GO:0071346)	VCAM1;ICAM1	0.011542879750812415	0.05936003983131525
GO_Biological_Process_2021	protein homooligomerization (GO:0051260)	GSDMD;EHD4	0.011542879750812415	0.05936003983131525
GO_Biological_Process_2021	cellular response to organic substance (GO:0071310)	ACVR1;TGFB1	0.011909521281143023	0.05936003983131525
GO_Biological_Process_2021	negative regulation of biomineralization (GO:0110150)	TGFB1	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	negative regulation of glycoprotein biosynthetic process (GO:0010561)	JAK3	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	positive regulation of extracellular matrix assembly (GO:1901203)	TGFB1	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	regulation of cellular extravasation (GO:0002691)	ICAM1	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	response to vitamin D (GO:0033280)	FES	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	positive regulation of mitochondrial calcium ion concentration (GO:0051561)	TGM2	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	interleukin-9-mediated signaling pathway (GO:0038113)	JAK3	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	cellular response to interleukin-9 (GO:0071355)	JAK3	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	regulation of leukocyte degranulation (GO:0043300)	FES	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	regulation of leukocyte mediated cytotoxicity (GO:0001910)	ICAM1	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	mitral valve morphogenesis (GO:0003183)	ACVR1	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	muscle cell fate commitment (GO:0042693)	ACVR1	0.012086885938503104	0.05936003983131525
GO_Biological_Process_2021	circulatory system development (GO:0072359)	ACVR1;TGFB1	0.012469034368661319	0.06001045967637572
GO_Biological_Process_2021	negative regulation of extracellular matrix organization (GO:1903054)	TGFB1	0.013421161865694831	0.06001045967637572
GO_Biological_Process_2021	response to dopamine (GO:1903350)	TGM2	0.013421161865694831	0.06001045967637572
GO_Biological_Process_2021	response to interleukin-4 (GO:0070670)	JAK3	0.013421161865694831	0.06001045967637572
GO_Biological_Process_2021	positive regulation of monocyte differentiation (GO:0045657)	FES	0.013421161865694831	0.06001045967637572
GO_Biological_Process_2021	cellular response to dopamine (GO:1903351)	TGM2	0.013421161865694831	0.06001045967637572
GO_Biological_Process_2021	cellular response to interleukin-4 (GO:0071353)	JAK3	0.013421161865694831	0.06001045967637572
GO_Biological_Process_2021	negative regulation of alpha-beta T cell proliferation (GO:0046642)	VSIR	0.013421161865694831	0.06001045967637572
GO_Biological_Process_2021	regulation of cell adhesion (GO:0030155)	FES;TGM2	0.013818646080876924	0.06001045967637572
GO_Biological_Process_2021	regulation of cell motility (GO:2000145)	TGFB1;FES	0.013818646080876924	0.06001045967637572
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	ACVR1;TGFB1	0.013818646080876924	0.06001045967637572
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	ACVR1;TGFB1	0.014016434660709029	0.06001045967637572
GO_Biological_Process_2021	regulation of T cell apoptotic process (GO:0070232)	JAK3	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	positive regulation of cellular extravasation (GO:0002693)	ICAM1	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	atrial septum morphogenesis (GO:0060413)	ACVR1	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	regulation of cardiac muscle cell differentiation (GO:2000725)	TGFB1	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	negative regulation of interleukin-17 production (GO:0032700)	VSIR	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)	VSIR	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	response to sterol (GO:0036314)	TGFB1	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	positive regulation of macrophage differentiation (GO:0045651)	TGFB1	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	interleukin-2-mediated signaling pathway (GO:0038110)	JAK3	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	cellular response to interleukin-2 (GO:0071352)	JAK3	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	negative regulation of T-helper cell differentiation (GO:0045623)	JAK3	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)	TGFB1	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	T cell homeostasis (GO:0043029)	JAK3	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	regulation of mast cell activation involved in immune response (GO:0033006)	FES	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	regulation of myeloid leukocyte mediated immunity (GO:0002886)	FES	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	negative regulation of activin receptor signaling pathway (GO:0032926)	ACVR1	0.01475370275603204	0.06001045967637572
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	FES;JAK3	0.01522900972799713	0.06156605761989084
GO_Biological_Process_2021	regulation of small GTPase mediated signal transduction (GO:0051056)	GNA13;TGM2	0.015435380899422015	0.06164179545567675
GO_Biological_Process_2021	positive regulation of cardiocyte differentiation (GO:1905209)	TGFB1	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	negative regulation of gene silencing by miRNA (GO:0060965)	TGFB1	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	negative regulation of leukocyte chemotaxis (GO:0002689)	RIN3	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	TGFB1	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	negative regulation of receptor internalization (GO:0002091)	RIN3	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	cochlea morphogenesis (GO:0090103)	TIFAB	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	positive regulation of vascular permeability (GO:0043117)	TGFB1	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	phasic smooth muscle contraction (GO:0014821)	TIFAB	0.016084510729761806	0.06164179545567675
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	ACVR1;TGFB1;VSIR	0.017148098493789832	0.061739084435292385
GO_Biological_Process_2021	regulation of receptor signaling pathway via STAT (GO:1904892)	JAK3	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	VSIR	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	SPRY4	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	negative regulation of macromolecule biosynthetic process (GO:0010558)	TGFB1	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	response to interleukin-6 (GO:0070741)	ST3GAL6	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	high-density lipoprotein particle assembly (GO:0034380)	PRKACA	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	negative regulation of myoblast differentiation (GO:0045662)	TGFB1	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	interleukin-15-mediated signaling pathway (GO:0035723)	JAK3	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	cellular response to interleukin-15 (GO:0071350)	JAK3	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	negative regulation of substrate adhesion-dependent cell spreading (GO:1900025)	SPRY4	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	cranial nerve development (GO:0021545)	TIFAB	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	regulation of mRNA metabolic process (GO:1903311)	SRPK1	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	regulation of nucleocytoplasmic transport (GO:0046822)	TGFB1	0.01741358791764657	0.061739084435292385
GO_Biological_Process_2021	genitalia development (GO:0048806)	TIFAB	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)	SPRY4	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	atrioventricular valve development (GO:0003171)	ACVR1	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	negative regulation of interleukin-12 production (GO:0032695)	JAK3	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	growth hormone receptor signaling pathway via JAK-STAT (GO:0060397)	JAK3	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	negative regulation of secretion (GO:0051048)	TIFAB	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	negative regulation of TORC1 signaling (GO:1904262)	CASTOR1	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	neuromuscular process controlling balance (GO:0050885)	TIFAB	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	positive regulation of regulatory T cell differentiation (GO:0045591)	VSIR	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	positive regulation of SMAD protein signal transduction (GO:0060391)	TGFB1	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	regulation of macrophage cytokine production (GO:0010935)	TGFB1	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	positive regulation of superoxide anion generation (GO:0032930)	TGFB1	0.018740936449241897	0.06243839631079084
GO_Biological_Process_2021	regulation of superoxide anion generation (GO:0032928)	TGFB1	0.02006655846437807	0.06586202109842901
GO_Biological_Process_2021	regulation of extracellular matrix disassembly (GO:0010715)	TGFB1	0.02006655846437807	0.06586202109842901
GO_Biological_Process_2021	protein kinase A signaling (GO:0010737)	PRKACA	0.02006655846437807	0.06586202109842901
GO_Biological_Process_2021	heart development (GO:0007507)	ACVR1;TGFB1	0.020509750210403306	0.06698504625368173
GO_Biological_Process_2021	positive regulation of collagen biosynthetic process (GO:0032967)	TGFB1	0.021390456093790672	0.06785584875685749
GO_Biological_Process_2021	regulation of activin receptor signaling pathway (GO:0032925)	ACVR1	0.021390456093790672	0.06785584875685749
GO_Biological_Process_2021	positive regulation of isotype switching (GO:0045830)	TGFB1	0.021390456093790672	0.06785584875685749
GO_Biological_Process_2021	neural tube development (GO:0021915)	TGFB1	0.021390456093790672	0.06785584875685749
GO_Biological_Process_2021	regulation of mast cell degranulation (GO:0043304)	FES	0.021390456093790672	0.06785584875685749
GO_Biological_Process_2021	regulation of monocyte differentiation (GO:0045655)	FES	0.021390456093790672	0.06785584875685749
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	TGFB1;ICAM1	0.022417653513443467	0.0700344139748555
GO_Biological_Process_2021	activation of protein kinase A activity (GO:0034199)	PRKACA	0.02271263147660753	0.0700344139748555
GO_Biological_Process_2021	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	PRKACA	0.02271263147660753	0.0700344139748555
GO_Biological_Process_2021	regulation of cell killing (GO:0031341)	ICAM1	0.02271263147660753	0.0700344139748555
GO_Biological_Process_2021	cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	PRKACA	0.02271263147660753	0.0700344139748555
GO_Biological_Process_2021	mesenchyme morphogenesis (GO:0072132)	ACVR1	0.02271263147660753	0.0700344139748555
GO_Biological_Process_2021	positive regulation of extracellular matrix organization (GO:1903055)	TGFB1	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	TGFB1	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	negative regulation of leukocyte cell-cell adhesion (GO:1903038)	JAK3	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	hyaluronan catabolic process (GO:0030214)	TGFB1	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	cellular response to alkaloid (GO:0071312)	TGM2	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	leukocyte tethering or rolling (GO:0050901)	VCAM1	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	embryonic heart tube development (GO:0035050)	ACVR1	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	TGFB1	0.02403308675659661	0.0700344139748555
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	VCAM1;ICAM1	0.024145410267682473	0.0700344139748555
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	JAK3;VSIR	0.024902259317099544	0.0700344139748555
GO_Biological_Process_2021	activin receptor signaling pathway (GO:0032924)	ACVR1	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	pyroptosis (GO:0070269)	GSDMD	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	atrioventricular valve morphogenesis (GO:0003181)	ACVR1	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	regulation of bicellular tight junction assembly (GO:2000810)	PRKACA	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	response to cholesterol (GO:0070723)	TGFB1	0.02535182406329611	0.0700344139748555
