Term	Genes	P.value	Adjusted.P.value
regulation of response to wounding (GO:1903034)	CADM4	0.0412431688635261	0.24183229122595992
regulation of stem cell division (GO:2000035)	NCOA3	0.0412431688635261	0.24183229122595992
aspartate family amino acid biosynthetic process (GO:0009067)	MTHFD1	0.0412431688635261	0.24183229122595992
negative regulation of glucose import (GO:0046325)	SELENOS	0.0412431688635261	0.24183229122595992
basic amino acid transport (GO:0015802)	SLC7A1	0.0412431688635261	0.24183229122595992
brown fat cell differentiation (GO:0050873)	PRDM16	0.0412431688635261	0.24183229122595992
cell-cell adhesion mediated by cadherin (GO:0044331)	CTNND1	0.0412431688635261	0.24183229122595992
negative regulation of sodium ion transport (GO:0010766)	WNK4	0.0412431688635261	0.24183229122595992
SREBP signaling pathway (GO:0032933)	SREBF2	0.0412431688635261	0.24183229122595992
sulfur amino acid biosynthetic process (GO:0000097)	MTHFD1	0.0412431688635261	0.24183229122595992
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	HECW2	0.0412431688635261	0.24183229122595992
methionine metabolic process (GO:0006555)	MTHFD1	0.0412431688635261	0.24183229122595992
U4 snRNA 3'-end processing (GO:0034475)	EXOSC8	0.0412431688635261	0.24183229122595992
DNA damage induced protein phosphorylation (GO:0006975)	CRY1	0.0412431688635261	0.24183229122595992
regulation of nitric oxide metabolic process (GO:0080164)	SELENOS	0.0412431688635261	0.24183229122595992
regulation of nitrogen compound metabolic process (GO:0051171)	SELENOS	0.0412431688635261	0.24183229122595992
regulation of potassium ion import (GO:1903286)	WNK4	0.0412431688635261	0.24183229122595992
entry of bacterium into host cell (GO:0035635)	CTNND1	0.0412431688635261	0.24183229122595992
cellular response to organic cyclic compound (GO:0071407)	NCOA3;ADCY3;ADCY6	0.04454730335407633	0.24183229122595992
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	SELENOS;NDUFS3	0.04458517572802747	0.24183229122595992
positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)	FGFBP1	0.04627864319748114	0.24183229122595992
exonucleolytic trimming involved in rRNA processing (GO:0000459)	EXOSC8	0.04627864319748114	0.24183229122595992
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)	EXOSC8	0.04627864319748114	0.24183229122595992
alpha-amino acid biosynthetic process (GO:1901607)	MTHFD1	0.04627864319748114	0.24183229122595992
regulation of sterol biosynthetic process (GO:0106118)	SREBF2	0.04627864319748114	0.24183229122595992
associative learning (GO:0008306)	ADCY3	0.04627864319748114	0.24183229122595992
glomerular filtration (GO:0003094)	SULF2	0.04627864319748114	0.24183229122595992
response to magnesium ion (GO:0032026)	D2HGDH	0.04627864319748114	0.24183229122595992
positive regulation of mast cell degranulation (GO:0043306)	GAB2	0.04627864319748114	0.24183229122595992
negative regulation of protein-containing complex disassembly (GO:0043242)	UBQLN4	0.04627864319748114	0.24183229122595992
cellular response to sterol depletion (GO:0071501)	SREBF2	0.04627864319748114	0.24183229122595992
regulation of histone H4 acetylation (GO:0090239)	SMARCB1	0.04627864319748114	0.24183229122595992
tetrahydrofolate interconversion (GO:0035999)	MTHFD1	0.04627864319748114	0.24183229122595992
positive regulation of smooth muscle cell apoptotic process (GO:0034393)	E2F3	0.04627864319748114	0.24183229122595992
nuclear RNA surveillance (GO:0071027)	EXOSC8	0.04627864319748114	0.24183229122595992
anion transmembrane transport (GO:0098656)	SLC7A1;SLC7A3	0.04840852070664624	0.24183229122595992
synapse assembly (GO:0007416)	SDK1;SDK2	0.05102146542518526	0.24183229122595992
protein prenylation (GO:0018342)	RCE1	0.051287922166042506	0.24183229122595992
fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539)	ACADM	0.051287922166042506	0.24183229122595992
negative regulation of circadian rhythm (GO:0042754)	CRY1	0.051287922166042506	0.24183229122595992
regulation of urine volume (GO:0035809)	ADCY6	0.051287922166042506	0.24183229122595992
regulation of carbohydrate biosynthetic process (GO:0043255)	SELENOS	0.051287922166042506	0.24183229122595992
renal filtration (GO:0097205)	SULF2	0.051287922166042506	0.24183229122595992
response to laminar fluid shear stress (GO:0034616)	SREBF2	0.051287922166042506	0.24183229122595992
regulation of DNA damage checkpoint (GO:2000001)	CRY1	0.051287922166042506	0.24183229122595992
rRNA 3'-end processing (GO:0031125)	EXOSC8	0.051287922166042506	0.24183229122595992
negative regulation of sodium ion transmembrane transport (GO:1902306)	HECW2	0.051287922166042506	0.24183229122595992
negative regulation of sodium ion transmembrane transporter activity (GO:2000650)	HECW2	0.051287922166042506	0.24183229122595992
cellular response to prostaglandin stimulus (GO:0071379)	ADCY6	0.051287922166042506	0.24183229122595992
negative regulation of vascular endothelial growth factor signaling pathway (GO:1900747)	CADM4	0.051287922166042506	0.24183229122595992
nuclear mRNA surveillance (GO:0071028)	EXOSC8	0.051287922166042506	0.24183229122595992
nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' (GO:0034427)	EXOSC8	0.051287922166042506	0.24183229122595992
positive regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901838)	SMARCB1	0.051287922166042506	0.24183229122595992
dicarboxylic acid biosynthetic process (GO:0043650)	MTHFD1	0.051287922166042506	0.24183229122595992
peptidyl-amino acid modification (GO:0018193)	FKBP7	0.051287922166042506	0.24183229122595992
DNA replication-dependent nucleosome assembly (GO:0006335)	ASF1A	0.051287922166042506	0.24183229122595992
DNA replication-dependent nucleosome organization (GO:0034723)	ASF1A	0.051287922166042506	0.24183229122595992
carbohydrate homeostasis (GO:0033500)	MBD5;CRY1	0.05234665264163601	0.24527205168565297
histone acetylation (GO:0016573)	BRPF3;CHD5	0.053684097588233566	0.24676759442883772
cell junction organization (GO:0034330)	SDK1;SDK2	0.055033637820567284	0.24676759442883772
protein localization to phagophore assembly site (GO:0034497)	ATG9B	0.0562711406066492	0.24676759442883772
negative regulation of cholesterol transport (GO:0032375)	SREBF2	0.0562711406066492	0.24676759442883772
response to prostaglandin E (GO:0034695)	ADCY6	0.0562711406066492	0.24676759442883772
regulation of ERAD pathway (GO:1904292)	UBXN1	0.0562711406066492	0.24676759442883772
somite development (GO:0061053)	MTHFD1	0.0562711406066492	0.24676759442883772
regulation of histone H3-K9 acetylation (GO:2000615)	SMARCB1	0.0562711406066492	0.24676759442883772
tetrahydrofolate metabolic process (GO:0046653)	MTHFD1	0.0562711406066492	0.24676759442883772
cyclooxygenase pathway (GO:0019371)	PTGES	0.0562711406066492	0.24676759442883772
establishment of protein localization to organelle (GO:0072594)	HIKESHI;E2F3	0.06054954937053521	0.24676759442883772
regulation of RNA splicing (GO:0043484)	SRPK1;BRDT	0.06054954937053521	0.24676759442883772
purine nucleotide biosynthetic process (GO:0006164)	MTHFD1	0.06122843268090386	0.24676759442883772
eye photoreceptor cell differentiation (GO:0001754)	SDK2	0.06122843268090386	0.24676759442883772
negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548)	CADM4	0.06122843268090386	0.24676759442883772
regulation of alcohol biosynthetic process (GO:1902930)	SREBF2	0.06122843268090386	0.24676759442883772
negative regulation of glucose transmembrane transport (GO:0010829)	SELENOS	0.06122843268090386	0.24676759442883772
negative regulation of leukocyte apoptotic process (GO:2000107)	SELENOS	0.06122843268090386	0.24676759442883772
carnitine metabolic process (GO:0009437)	ACADM	0.06122843268090386	0.24676759442883772
cellular response to fluid shear stress (GO:0071498)	SREBF2	0.06122843268090386	0.24676759442883772
serine family amino acid biosynthetic process (GO:0009070)	MTHFD1	0.06122843268090386	0.24676759442883772
positive regulation of sodium ion transmembrane transport (GO:1902307)	WNK4	0.06122843268090386	0.24676759442883772
mitochondrial genome maintenance (GO:0000002)	SLC25A36	0.06122843268090386	0.24676759442883772
import into nucleus (GO:0051170)	HIKESHI;E2F3	0.061957175884123375	0.24676759442883772
positive regulation of programmed cell death (GO:0043068)	MTCH2;AIFM1;UTP11;ADAMTSL4	0.06397506733261987	0.24676759442883772
regulation of cellular response to heat (GO:1900034)	NUP35;HIKESHI	0.06480572087256982	0.24676759442883772
negative regulation of chromatin organization (GO:1905268)	ASF1A	0.06615993190395807	0.24676759442883772
negative regulation of chromatin silencing (GO:0031936)	ASF1A	0.06615993190395807	0.24676759442883772
regulation of tube diameter (GO:0035296)	ADCY6	0.06615993190395807	0.24676759442883772
regulation of autophagosome maturation (GO:1901096)	UBQLN4	0.06615993190395807	0.24676759442883772
negative regulation of gene silencing (GO:0060969)	ASF1A	0.06615993190395807	0.24676759442883772
negative regulation of gluconeogenesis (GO:0045721)	CRY1	0.06615993190395807	0.24676759442883772
negative regulation of macromolecule biosynthetic process (GO:0010558)	SELENOS	0.06615993190395807	0.24676759442883772
ribosomal subunit export from nucleus (GO:0000054)	LSG1	0.06615993190395807	0.24676759442883772
negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948)	CADM4	0.06615993190395807	0.24676759442883772
regulation of mRNA metabolic process (GO:1903311)	SRPK1	0.06615993190395807	0.24676759442883772
vascular process in circulatory system (GO:0003018)	ADCY6	0.06615993190395807	0.24676759442883772
DNA replication-independent nucleosome organization (GO:0034724)	ASF1A	0.06615993190395807	0.24676759442883772
entry into host (GO:0044409)	CTNND1	0.06615993190395807	0.24676759442883772
protein localization to mitochondrion (GO:0070585)	MTCH2	0.06615993190395807	0.24676759442883772
negative regulation of cellular response to growth factor stimulus (GO:0090288)	CADM4;SULF2	0.06624633407485576	0.24676759442883772
2-oxoglutarate metabolic process (GO:0006103)	D2HGDH	0.07106577111244515	0.24973584659797943
regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901836)	SMARCB1	0.07106577111244515	0.24973584659797943
negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)	SULF2	0.07106577111244515	0.24973584659797943
renal absorption (GO:0070293)	WNK4	0.07106577111244515	0.24973584659797943
heterochromatin organization (GO:0070828)	PRDM16	0.07106577111244515	0.24973584659797943
positive regulation of leukocyte degranulation (GO:0043302)	GAB2	0.07106577111244515	0.24973584659797943
cellular response to low-density lipoprotein particle stimulus (GO:0071404)	SREBF2	0.07106577111244515	0.24973584659797943
sulfate transport (GO:0008272)	SLC26A11	0.07106577111244515	0.24973584659797943
neuromuscular process controlling balance (GO:0050885)	PCDH15	0.07106577111244515	0.24973584659797943
positive regulation of sodium ion transmembrane transporter activity (GO:2000651)	WNK4	0.07106577111244515	0.24973584659797943
nuclear pore organization (GO:0006999)	NUP35	0.07106577111244515	0.24973584659797943
regulation of nitric-oxide synthase biosynthetic process (GO:0051769)	SELENOS	0.07106577111244515	0.24973584659797943
vascular transport (GO:0010232)	SLC7A1;SLC7A3	0.07211422253113639	0.25223049664646296
glucose homeostasis (GO:0042593)	MBD5;CRY1	0.07510936595849518	0.25399469706876826
transport across blood-brain barrier (GO:0150104)	SLC7A1;SLC7A3	0.07510936595849518	0.25399469706876826
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	SELENOS	0.07594608250815137	0.25399469706876826
positive regulation of keratinocyte differentiation (GO:0045618)	NCOA3	0.07594608250815137	0.25399469706876826
medium-chain fatty acid metabolic process (GO:0051791)	ACADM	0.07594608250815137	0.25399469706876826
prostanoid biosynthetic process (GO:0046457)	PTGES	0.07594608250815137	0.25399469706876826
embryonic cranial skeleton morphogenesis (GO:0048701)	MTHFD1	0.07594608250815137	0.25399469706876826
endoplasmic reticulum to cytosol transport (GO:1903513)	SELENOS	0.07594608250815137	0.25399469706876826
mitochondrial translational elongation (GO:0070125)	MRPS11;MRPL45	0.07967533472864029	0.25399469706876826
mitochondrial translational termination (GO:0070126)	MRPS11;MRPL45	0.07967533472864029	0.25399469706876826
protein import (GO:0017038)	HIKESHI;E2F3	0.07967533472864029	0.25399469706876826
ribosome biogenesis (GO:0042254)	LSG1;UTP11;EXOSC8	0.08040020337849059	0.25399469706876826
positive regulation of apoptotic process (GO:0043065)	MTCH2;AIFM1;UTP11;ADAMTSL4	0.08061784431501441	0.25399469706876826
regulation of Rac protein signal transduction (GO:0035020)	CADM4	0.08080099759100413	0.25399469706876826
autophagy of nucleus (GO:0044804)	ATG9B	0.08080099759100413	0.25399469706876826
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	FGFBP1	0.08080099759100413	0.25399469706876826
regulation of cholesterol storage (GO:0010885)	SREBF2	0.08080099759100413	0.25399469706876826
regulation of chromatin silencing (GO:0031935)	ASF1A	0.08080099759100413	0.25399469706876826
serine family amino acid metabolic process (GO:0009069)	MTHFD1	0.08080099759100413	0.25399469706876826
male meiosis I (GO:0007141)	BRDT	0.08080099759100413	0.25399469706876826
regulation of mast cell degranulation (GO:0043304)	GAB2	0.08080099759100413	0.25399469706876826
regulation of mitotic sister chromatid separation (GO:0010965)	HECW2	0.08080099759100413	0.25399469706876826
platelet-derived growth factor receptor signaling pathway (GO:0048008)	PDGFD	0.08080099759100413	0.25399469706876826
positive regulation by host of viral transcription (GO:0043923)	SMARCB1	0.08080099759100413	0.25399469706876826
mitochondrial respiratory chain complex assembly (GO:0033108)	AIFM1;NDUFS3	0.0812162937457313	0.25422747412004126
positive regulation of DNA replication (GO:0045740)	BRPF3	0.0856306472143875	0.2593285860760922
regulation of cellular respiration (GO:0043457)	PRDM16	0.0856306472143875	0.2593285860760922
regulation of cholesterol biosynthetic process (GO:0045540)	SREBF2	0.0856306472143875	0.2593285860760922
retrograde protein transport, ER to cytosol (GO:0030970)	SELENOS	0.0856306472143875	0.2593285860760922
negative regulation of peptidyl-threonine phosphorylation (GO:0010801)	CADM4	0.0856306472143875	0.2593285860760922
ribosomal small subunit assembly (GO:0000028)	MRPS11	0.0856306472143875	0.2593285860760922
preassembly of GPI anchor in ER membrane (GO:0016254)	PIGQ	0.0856306472143875	0.2593285860760922
negative regulation of amyloid-beta formation (GO:1902430)	GGA3	0.0856306472143875	0.2593285860760922
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	FGFBP1	0.09043516157909659	0.2648448379357566
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	UBQLN4	0.09043516157909659	0.2648448379357566
rRNA catabolic process (GO:0016075)	EXOSC8	0.09043516157909659	0.2648448379357566
chromatin disassembly (GO:0031498)	SMARCB1	0.09043516157909659	0.2648448379357566
nucleosome disassembly (GO:0006337)	SMARCB1	0.09043516157909659	0.2648448379357566
nucleotide biosynthetic process (GO:0009165)	MTHFD1	0.09043516157909659	0.2648448379357566
regulation of multicellular organism growth (GO:0040014)	MBD5	0.09043516157909659	0.2648448379357566
prostanoid metabolic process (GO:0006692)	PTGES	0.09043516157909659	0.2648448379357566
translational termination (GO:0006415)	MRPS11;MRPL45	0.09065158882364822	0.2648448379357566
regulation of stem cell population maintenance (GO:2000036)	NCOA3	0.09521467023268682	0.26767897857868556
folic acid metabolic process (GO:0046655)	MTHFD1	0.09521467023268682	0.26767897857868556
aspartate family amino acid metabolic process (GO:0009066)	MTHFD1	0.09521467023268682	0.26767897857868556
regulation of autophagy of mitochondrion (GO:1903146)	SREBF2	0.09521467023268682	0.26767897857868556
regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	CADM4	0.09521467023268682	0.26767897857868556
synaptic transmission, cholinergic (GO:0007271)	CHRNA4	0.09521467023268682	0.26767897857868556
NLS-bearing protein import into nucleus (GO:0006607)	NUP35	0.09521467023268682	0.26767897857868556
nucleotide-sugar biosynthetic process (GO:0009226)	PMM1	0.09521467023268682	0.26767897857868556
prostaglandin biosynthetic process (GO:0001516)	PTGES	0.09521467023268682	0.26767897857868556
negative regulation of amyloid precursor protein catabolic process (GO:1902992)	GGA3	0.09521467023268682	0.26767897857868556
organic acid transport (GO:0015849)	SLC7A1;SLC7A3	0.09711249980836766	0.27198801638057857
protein targeting to lysosome (GO:0006622)	GGA3	0.09996930200784186	0.2731530297360737
protein-DNA complex disassembly (GO:0032986)	SMARCB1	0.09996930200784186	0.2731530297360737
folic acid-containing compound metabolic process (GO:0006760)	MTHFD1	0.09996930200784186	0.2731530297360737
regulation of acute inflammatory response (GO:0002673)	PTGES	0.09996930200784186	0.2731530297360737
positive regulation of epidermal cell differentiation (GO:0045606)	NCOA3	0.09996930200784186	0.2731530297360737
regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	SULF2	0.09996930200784186	0.2731530297360737
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	UBXN1;UBQLN4	0.10039104986556256	0.2731530297360737
negative regulation of inflammatory response (GO:0050728)	SELENOS;ADCY3;ADCY6	0.10076779678919824	0.2731530297360737
intracellular protein transport (GO:0006886)	GGA3;SGSM2;HIKESHI;E2F3	0.10082829956700708	0.2731530297360737
chromatin remodeling (GO:0006338)	SMARCB1;BRDT	0.10204190615947369	0.2754392032203185
translational elongation (GO:0006414)	MRPS11;MRPL45	0.10370031764787367	0.276400669925123
negative regulation of ion transmembrane transporter activity (GO:0032413)	HECW2	0.104699185171912	0.276400669925123
heparan sulfate proteoglycan metabolic process (GO:0030201)	SULF2	0.104699185171912	0.276400669925123
regulation of cholesterol metabolic process (GO:0090181)	SREBF2	0.104699185171912	0.276400669925123
positive regulation of lipid storage (GO:0010884)	SREBF2	0.104699185171912	0.276400669925123
cellular response to estradiol stimulus (GO:0071392)	NCOA3	0.104699185171912	0.276400669925123
activation of GTPase activity (GO:0090630)	RAP1GAP2;SGSM2	0.10536616142112071	0.276400669925123
mitochondrial translation (GO:0032543)	MRPS11;MRPL45	0.10536616142112071	0.276400669925123
protein localization to nucleus (GO:0034504)	HIKESHI;E2F3	0.10703931566247009	0.2798045269071587
amino acid import (GO:0043090)	SLC7A1	0.10940444726923505	0.28009042342123747
regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	SELENOS	0.10940444726923505	0.28009042342123747
negative regulation of small molecule metabolic process (GO:0062014)	CRY1	0.10940444726923505	0.28009042342123747
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	EXOSC8	0.10940444726923505	0.28009042342123747
positive regulation of signal transduction by p53 class mediator (GO:1901798)	CHD5	0.10940444726923505	0.28009042342123747
osteoclast differentiation (GO:0030316)	GAB2	0.10940444726923505	0.28009042342123747
regulation of protein ubiquitination (GO:0031396)	UBXN1;CRY1	0.1121014384845921	0.2852130380562198
cellular response to DNA damage stimulus (GO:0006974)	CHRNA4;CRY1;UBQLN4;ASF1A	0.11259725073744786	0.2852130380562198
response to endoplasmic reticulum stress (GO:0034976)	SELENOS;AIFM1	0.11380263712485764	0.2852130380562198
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	CRY1	0.11408521522248792	0.2852130380562198
positive regulation of histone acetylation (GO:0035066)	SMARCB1	0.11408521522248792	0.2852130380562198
positive regulation of protein autophosphorylation (GO:0031954)	PDGFD	0.11408521522248792	0.2852130380562198
positive regulation of transcription by RNA polymerase I (GO:0045943)	SMARCB1	0.11408521522248792	0.2852130380562198
purine nucleotide metabolic process (GO:0006163)	MTHFD1	0.11874161531272115	0.2900409947802533
regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)	CADM4	0.11874161531272115	0.2900409947802533
regulation of cell size (GO:0008361)	RAP1GAP2	0.11874161531272115	0.2900409947802533
cellular response to catecholamine stimulus (GO:0071870)	ADCY6	0.11874161531272115	0.2900409947802533
sulfur amino acid metabolic process (GO:0000096)	MTHFD1	0.11874161531272115	0.2900409947802533
DNA packaging (GO:0006323)	AIFM1	0.11874161531272115	0.2900409947802533
protein exit from endoplasmic reticulum (GO:0032527)	SELENOS	0.11874161531272115	0.2900409947802533
activation of protein kinase activity (GO:0032147)	ADCY3;ADCY6	0.12067344940028833	0.29365323003711946
cellular amide metabolic process (GO:0043603)	DNPEP;MTHFD1	0.12240708627144929	0.29365323003711946
negative regulation of cellular carbohydrate metabolic process (GO:0010677)	CRY1	0.12337377315653474	0.29365323003711946
negative regulation of ion transport (GO:0043271)	WNK4	0.12337377315653474	0.29365323003711946
response to hexose (GO:0009746)	SELENOS	0.12337377315653474	0.29365323003711946
regulation of dopamine secretion (GO:0014059)	CHRNA4	0.12337377315653474	0.29365323003711946
chemical synaptic transmission, postsynaptic (GO:0099565)	CHRNA4	0.12337377315653474	0.29365323003711946
positive regulation of vascular endothelial growth factor production (GO:0010575)	SULF2	0.12337377315653474	0.29365323003711946
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	ADCY3;ADCY6	0.1276444474921481	0.2961069915003117
regulation of cellular response to stress (GO:0080135)	NUP35;HIKESHI	0.1276444474921481	0.2961069915003117
proteoglycan metabolic process (GO:0006029)	SULF2	0.12798181377597367	0.2961069915003117
purine-containing compound biosynthetic process (GO:0072522)	MTHFD1	0.12798181377597367	0.2961069915003117
negative regulation of macroautophagy (GO:0016242)	UBQLN4	0.12798181377597367	0.2961069915003117
positive regulation of ion transmembrane transporter activity (GO:0032414)	WNK4	0.12798181377597367	0.2961069915003117
regulation of glycogen biosynthetic process (GO:0005979)	SELENOS	0.12798181377597367	0.2961069915003117
meiosis I (GO:0007127)	BRDT	0.12798181377597367	0.2961069915003117
regulation of mitotic metaphase/anaphase transition (GO:0030071)	HECW2	0.12798181377597367	0.2961069915003117
regulation of vascular endothelial growth factor production (GO:0010574)	SULF2	0.13256586151257074	0.3048196507002013
entrainment of circadian clock by photoperiod (GO:0043153)	CRY1	0.13256586151257074	0.3048196507002013
GPI anchor metabolic process (GO:0006505)	PIGQ	0.13712604006050805	0.31051337338929635
sulfur compound transport (GO:0072348)	SLC26A11	0.13712604006050805	0.31051337338929635
photoperiodism (GO:0009648)	CRY1	0.13712604006050805	0.31051337338929635
protein localization to cell surface (GO:0034394)	GGA3	0.13712604006050805	0.31051337338929635
protein localization to lysosome (GO:0061462)	GGA3	0.13712604006050805	0.31051337338929635
negative regulation of cell population proliferation (GO:0008285)	FGFBP1;THAP12;CHD5;E2F3	0.1387954546673436	0.3133412537187
regulation of phosphorylation (GO:0042325)	CADM4;NUP35	0.14006369214168535	0.31524909560590814
response to zinc ion (GO:0010043)	D2HGDH	0.14166247254192546	0.3154775584411959
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	AIFM1	0.14166247254192546	0.3154775584411959
positive regulation of viral genome replication (GO:0045070)	SRPK1	0.14166247254192546	0.3154775584411959
synapse organization (GO:0050808)	SDK1;SDK2	0.1418590363460411	0.3154775584411959
regulation of catecholamine secretion (GO:0050433)	CHRNA4	0.14617528140858763	0.31842276213274207
Golgi to plasma membrane protein transport (GO:0043001)	GGA3	0.14617528140858763	0.31842276213274207
ion homeostasis (GO:0050801)	WNK4	0.14617528140858763	0.31842276213274207
snRNA 3'-end processing (GO:0034472)	EXOSC8	0.14617528140858763	0.31842276213274207
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	MRPS11	0.14617528140858763	0.31842276213274207
primary neural tube formation (GO:0014020)	MTHFD1	0.14617528140858763	0.31842276213274207
ncRNA catabolic process (GO:0034661)	EXOSC8	0.14617528140858763	0.31842276213274207
positive regulation of signal transduction (GO:0009967)	MBD5;SMARCB1;SULF2	0.14678353793438603	0.3188155561548618
negative regulation of interleukin-6 production (GO:0032715)	SELENOS	0.15066458849071662	0.31978666218115065
regulation of cellular component size (GO:0032535)	RAP1GAP2	0.15066458849071662	0.31978666218115065
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	CADM4	0.15066458849071662	0.31978666218115065
regulation of developmental growth (GO:0048638)	MBD5	0.15066458849071662	0.31978666218115065
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	UBXN1	0.15066458849071662	0.31978666218115065
positive regulation of protein targeting to mitochondrion (GO:1903955)	SREBF2	0.15066458849071662	0.31978666218115065
tube closure (GO:0060606)	MTHFD1	0.15066458849071662	0.31978666218115065
prostaglandin metabolic process (GO:0006693)	PTGES	0.15066458849071662	0.31978666218115065
protein transmembrane import into intracellular organelle (GO:0044743)	AIFM1	0.15513051500504998	0.32014469163092035
negative regulation of double-strand break repair (GO:2000780)	UBQLN4	0.15513051500504998	0.32014469163092035
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	CRY1	0.15513051500504998	0.32014469163092035
GPI anchor biosynthetic process (GO:0006506)	PIGQ	0.15513051500504998	0.32014469163092035
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	FGFBP1	0.15513051500504998	0.32014469163092035
regulation of dendrite morphogenesis (GO:0048814)	HECW2	0.15513051500504998	0.32014469163092035
chondrocyte differentiation (GO:0002062)	SULF2	0.15513051500504998	0.32014469163092035
membrane depolarization (GO:0051899)	CHRNA4	0.15513051500504998	0.32014469163092035
modulation by host of symbiont process (GO:0051851)	SMARCB1	0.15513051500504998	0.32014469163092035
peptidyl-proline modification (GO:0018208)	FKBP7	0.15513051500504998	0.32014469163092035
actin filament bundle assembly (GO:0051017)	SHROOM1	0.15957318158205405	0.3249323605602513
actin filament bundle organization (GO:0061572)	SHROOM1	0.15957318158205405	0.3249323605602513
exonucleolytic catabolism of deadenylated mRNA (GO:0043928)	EXOSC8	0.15957318158205405	0.3249323605602513
regulation of cholesterol efflux (GO:0010874)	SREBF2	0.15957318158205405	0.3249323605602513
ribonucleoprotein complex assembly (GO:0022618)	MRPS11;SRPK1	0.1600703164530945	0.3249323605602513
regulation of inflammatory response to antigenic stimulus (GO:0002861)	ADCY3;ADCY6	0.16191510783845733	0.3249323605602513
regulation of amyloid-beta formation (GO:1902003)	GGA3	0.1639927081485295	0.3249323605602513
secondary alcohol biosynthetic process (GO:1902653)	DHCR24	0.1639927081485295	0.3249323605602513
regulation of glucose metabolic process (GO:0010906)	SELENOS	0.1639927081485295	0.3249323605602513
central nervous system neuron differentiation (GO:0021953)	CHD5	0.1639927081485295	0.3249323605602513
neural tube closure (GO:0001843)	MTHFD1	0.1639927081485295	0.3249323605602513
regulation of keratinocyte differentiation (GO:0045616)	NCOA3	0.1639927081485295	0.3249323605602513
tRNA export from nucleus (GO:0006409)	NUP35	0.1639927081485295	0.3249323605602513
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	NUP35	0.1639927081485295	0.3249323605602513
protein destabilization (GO:0031648)	GGA3	0.1639927081485295	0.3249323605602513
negative regulation of signal transduction (GO:0009968)	CADM4;CRY1;SULF2	0.16555302263163557	0.3271538510890411
blood vessel diameter maintenance (GO:0097746)	ADCY6	0.1683892141223601	0.32754559927195376
cholesterol biosynthetic process (GO:0006695)	DHCR24	0.1683892141223601	0.32754559927195376
maturation of SSU-rRNA (GO:0030490)	MRPS11	0.1683892141223601	0.32754559927195376
nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)	EXOSC8	0.1683892141223601	0.32754559927195376
regulation of postsynaptic membrane potential (GO:0060078)	CHRNA4	0.1683892141223601	0.32754559927195376
embryonic skeletal system development (GO:0048706)	SULF2	0.1683892141223601	0.32754559927195376
establishment of protein localization to plasma membrane (GO:0061951)	GGA3	0.17276281821025566	0.33172242156350634
regulation of sodium ion transport (GO:0002028)	WNK4	0.17276281821025566	0.33172242156350634
cellular response to heat (GO:0034605)	HIKESHI	0.17276281821025566	0.33172242156350634
regulation of mRNA processing (GO:0050684)	SRPK1	0.17276281821025566	0.33172242156350634
mitochondrion disassembly (GO:0061726)	ATG9B	0.17276281821025566	0.33172242156350634
regulation of glucose import (GO:0046324)	SELENOS	0.1771136386190957	0.3366062774776181
positive regulation of signaling receptor activity (GO:2000273)	NCOA3	0.1771136386190957	0.3366062774776181
tRNA transport (GO:0051031)	NUP35	0.1771136386190957	0.3366062774776181
